"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-23","0.00",,,"65","71","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-24","1.00",,,"62","66","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-25","0.32",,,"62","66","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-26","0.06",,,"64","70","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-27","0.00",,,"66","72","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-28","0.00",,,"65","72","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-29","0.00",,,"67","74","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-30","0.00",,,"69","77","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-08-31","0.00",,,"66","76","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-01","0.17",,,"62","67","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-02","0.00",,,"60","67","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-03","0.00",,,"62","69","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-04","0.00",,,"61","67","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-05","0.00",,,"63","69","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-06","0.00",,,"60","67","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-07","0.00",,,"63","73","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-08","0.14",,,"62","71","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-09","0.00",,,"64","70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-10","0.64",,,"62","71","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-11","0.12",,,"63","68","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-12","0.60",,,"60","66","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-13","0.28",,,"59","65","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-14","0.06",,,"59","65","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-15","0.03",,,"58","62","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-16","0.31",,,"58","62","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-17","0.20",,,"56","62","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-18","0.10",,,"53","56","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-19","0.00",,,"55","61","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-20","0.00",,,"55","63","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-21","0.00",,,"56","64","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-22","0.15",,,"55","57","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-23","0.00",,,"59","65","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-24","0.00",,,"58","65","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-25","0.00",,,"60","67","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-26","0.00",,,"57","63","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-27","0.00",,,"60","68","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-28","0.00",,,"60","66","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-29","0.00",,,"57","62","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-09-30","0.00",,,"56","62","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-01","0.00",,,"61","71","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-02","0.00",,,"60","72","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-03","0.00",,,"59","68","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-04","0.00",,,"53","59","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-05","0.21",,,"57","68","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-06","0.03",,,"59","63","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-07","0.00",,,"58","65","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-08","1.07",,,"56","59","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-09","0.08",,,"55","59","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-10","0.00",,,"55","61","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-11","0.00",,,"57","63","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-12","0.00",,,"60","67","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-13","0.00",,,"61","69","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-14","0.00",,,"60","68","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-15","0.01",,,"58","60","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-16","0.41",,,"54","57","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-17","0.60",,,"52","57","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-18","0.09",,,"50","53","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-19","0.20",,,"54","59","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-20","0.00",,,"51","55","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-21","0.00",,,"50","52","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-22","0.02",,,"50","54","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-23","0.00",,,"47","53","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-24","0.00",,,"48","53","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-25","0.00",,,"49","56","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-26","0.00",,,"51","56","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-27","0.00",,,"49","56","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-28","0.00",,,"43","48","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-29","0.06",,,"49","53","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-30","0.02",,,"50","54","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-10-31","0.00",,,"44","51","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-01","0.27",,,"50","57","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-02","0.89",,,"50","57","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-03","0.00",,,"43","50","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-04","0.00",,,"41","50","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-05","0.00",,,"39","44","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-06","0.00",,,"46","54","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-07","0.00",,,"52","60","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-08","0.00",,,"46","48","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-09","0.00",,,"49","53","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-10","0.00",,,"47","50","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-11","0.00",,,"44","50","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-12","0.00",,,"45","50","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-13","0.00",,,"50","54","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-14","0.04",,,"50","53","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-15","0.16",,,"50","55","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-16","0.08",,,"48","53","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-17","0.26",,,"43","49","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-18","0.14",,,"46","50","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-19","0.00",,,"43","49","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-20","0.00",,,"39","46","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-21","0.00",,,"43","47","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-22","0.02",,,"45","48","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-23","0.34",,,"48","51","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-24","0.51",,,"53","56","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-25","0.13",,,"46","52","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-26","0.08",,,"41","47","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-27","0.01",,,"43","46","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-28","0.00",,,"39","45","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-29","0.15",,,"34","39","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-11-30","0.08",,,"41","43","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-01","0.00",,,"41","44","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-02","0.00",,,"41","45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-03","0.00",,,"44","47","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-04","0.25",,,"43","45","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-05","0.02",,,"40","42","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-06","0.26",,,"42","46","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-07","0.50",,,"42","45","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-08","0.53",,,"46","50","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-09","0.82",,,"45","50","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-10","0.69",,,"55","59","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-11","0.17",,,"45","50","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-12","0.00",,,"45","54","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-13","0.32",,,"49","53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-14","0.12",,,"50","53","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-15","0.00",,,"47","52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-16","0.00",,,"41","45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-17","0.00",,,"43","44","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-18","0.00",,,"48","54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-19","0.10",,,"44","50","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-20","0.00",,,"39","45","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-21","0.00",,,"40","46","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-22","0.00",,,"41","45","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-23","0.00",,,"36","40","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-24","0.00",,,"37","39","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-25","0.36",,,"42","47","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-26","0.04",,,"42","45","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-27","0.00",,,"42","47","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-28","0.00",,,"34","39","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-29","0.18",,,"40","43","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-30","0.01",,,"40","44","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2004-12-31","0.00",,,"40","47","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-01","0.05",,,"41","45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-02","0.00",,,"36","41","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-03","0.00",,,"34","40","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-04","0.00",,,"34","40","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-05","0.00",,,"32","39","24"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-06","0.17",,,"33","40","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-07","0.08",,,"39","44","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-08","0.02",,,"39","44","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-09","0.04",,,"35","37","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-10","0.00",,,"33","38","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-11","0.00",,,"31","39","23"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-12","0.00",,,"42","45","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-13","0.00",,,"36","40","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-14","0.00",,,"33","38","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-15","0.19",,,"32","37","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-16","0.09",,,"38","44","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-17","2.39",,,"48","54","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-18","0.92",,,"57","60","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-19","0.00",,,"56","62","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-20","0.15",,,"52","54","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-21","0.02",,,"55","61","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-22","0.17",,,"53","55","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-23","0.00",,,"51","56","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-24","0.00",,,"50","57","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-25","0.00",,,"44","50","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-26","0.04",,,"45","50","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-27","0.07",,,"47","53","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-28","0.01",,,"48","55","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-29","0.00",,,"45","47","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-30","0.01",,,"46","51","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-01-31","0.02",,,"48","54","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-01","0.00",,,"45","53","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-02","0.00",,,"52","59","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-03","0.00",,,"45","51","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-04","0.12",,,"46","50","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-05","0.00",,,"40","44","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-06","0.75",,,"40","43","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-07","0.00",,,"41","46","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-08","0.00",,,"40","48","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-09","0.00",,,"41","49","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-10","0.00",,,"40","51","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-11","0.00",,,"42","55","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-12","0.09",,,"44","47","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-13","0.00",,,"41","45","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-14","0.00",,,"37","43","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-15","0.00",,,"35","44","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-16","0.00",,,"41","51","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-17","0.00",,,"42","52","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-18","0.00",,,"43","54","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-19","0.00",,,"38","48","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-20","0.00",,,"42","50","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-21","0.00",,,"41","53","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-22","0.00",,,"43","56","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-23","0.00",,,"45","59","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-24","0.00",,,"48","61","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-25","0.00",,,"45","51","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-26","0.00",,,"41","47","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-27","0.00",,,"48","61","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-02-28","0.24",,,"52","58","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-01","0.12",,,"53","60","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-02","0.04",,,"50","55","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-03","0.00",,,"51","61","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-04","0.00",,,"51","58","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-05","0.00",,,"51","59","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-06","0.00",,,"55","61","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-07","0.00",,,"57","63","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-08","0.00",,,"56","67","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-09","0.01",,,"53","58","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-10","0.00",,,"55","63","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-11","0.00",,,"54","65","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-12","0.00",,,"54","60","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-13","0.00",,,"51","62","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-14","0.00",,,"49","61","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-15","0.00",,,"49","56","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-16","0.14",,,"45","49","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-17","0.00",,,"47","53","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-18","0.00",,,"44","50","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-19","0.34",,,"46","55","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-20","0.10",,,"48","55","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-21","0.07",,,"43","49","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-22","0.00",,,"45","53","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-23","0.00",,,"47","56","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-24","0.00",,,"48","54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-25","0.00",,,"45","53","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-26","1.51",,,"47","50","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-27","0.64",,,"48","52","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-28","0.40",,,"44","47","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-29","0.13",,,"46","50","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-30","0.00",,,"48","54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-03-31","0.21",,,"48","54","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-01","0.34",,,"47","53","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-02","0.10",,,"47","55","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-03","0.40",,,"47","50","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-04","0.00",,,"46","52","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-05","0.07",,,"50","58","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-06","0.00",,,"54","62","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-07","0.20",,,"47","54","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-08","0.00",,,"46","55","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-09","0.00",,,"48","55","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-10","0.28",,,"45","52","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-11","0.40",,,"44","50","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-12","0.06",,,"43","49","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-13","0.00",,,"45","52","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-14","0.00",,,"45","51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2005-04-15","0.39",,,"46","50","41"
